2758	See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	NOT
2435	Wikipedia is great!!! I'm 13 and love editing for misspellings and such.	Wikipedie je skvělá ! ! ! Jsem 13 a miluji editaci pro chybné pravopisy a tak .	[0, 1, 0]	NOT
772	Also useful as a serious source! Thank you for that. Who wants to add this into what's already there?	Také užitečné jako vážné zdroje ! Děkuju vám za to . Kdo chce přidat tohle do toho , co už je tam ?	[0, 0, 0]	NOT
8855	Yeah, I was pretty sure his voice is that way because of serious drug and alcohol problems. Add that to rumors too?	Jo , byl jsem si docela jistý , že jeho hlas je takový kvůli vážným problémům s drogami a alkoholem .	[0, 0, 0]	NOT
6632	who the boofhead are you fuckwit telling me what to do. what a bitch - Bainyrues	Kdo je ten blbec , co mi říkáš , co mám dělat . Jaká děvka - Bainyrues	[0, 1, 1]	ERR
2342	I was interested enough to respond and correct your viewpoint. Good luck	Byl jsem natolik zainteresován , abych reagoval a opravil váš názor . Hodně štěstí	[0, 0, 0]	NOT
6558	What would be the point of Welsh names on an Irish calendar? They have their own culture; they can have their own calendar.	Jaký by byl smysl velšských jmen na irském kalendáři ? Mají svou vlastní kulturu , mohou mít svůj vlastní kalendář .	[0, 0, 0]	NOT
6248	suck my dick. suck mybig harry ballsack and shove it.	Kurva můj péro . Kurva můj velký harry balíček a strčit ho .	[3, 1, 1]	ERR
2133	Thank you You are doing a better job of this than I am. I fear I am mostly alienating people.	Děláš to lépe , než já . Obávám se , že většinu lidí odcizím .	[0, 1, 0]	NOT
969	A YouTube video is not a reliable source, and there is no reliable published article about Wait For You plagiarism.	YouTube video není spolehlivý zdroj , a neexistuje žádný spolehlivý publikovaný článek o počkat na vás plagiatismus .	[1, 0, 1]	ERR
6190	Am I able to remove everything since I was tagged for copyright and then work on it and then post it again with my own words?	Mohu odstranit všechno od té doby , co jsem byl označen pro autorská práva a pak pracovat na tom a pak ho znovu napsat se svými vlastními slovy ?	[0, 0, 0]	NOT
9493	See Human influenza for a model of how to develop this article.	Viz lidská chřipka pro model , jak vyvinout tento článek .	[0, 0, 0]	NOT
6809	I can call people whatever I like idiot. This is my life, I do what I want !	Tohle je můj život , dělám , co chci !	[1, 1, 3]	ERR
4054	Thanks guys. Stop hating me, I am just a beginner ))	Díky kluci . Přestaň mě nenávidět , jsem jen začátečník ) )	[0, 0, 0]	NOT
6086	cathedrals of other cities in Spain. See [[:Category:	katedrály ostatních měst ve Španělsku . Viz [ [ : Kategorie :	[0, 0, 0]	NOT
6038	DestructoBot kills all images regardless of their tags!	DestructoBot zabíjí všechny obrázky bez ohledu na jejich značky !	[0, 0, 0]	NOT
6563	Anyone know if the section about the licensing agreement is true?	Ví někdo , jestli je ta část o licenční smlouvě pravdivá ?	[0, 0, 0]	NOT
9797	Judging by , the DNB article may conflate two people of the same name. Someone look at the ODNB?	Soudě podle , Článek DNB může spojit dvě osoby stejného jména . Někdo se podívat na ODNB ?	[0, 0, 0]	NOT
7642	Understood. 'He's openly gay' came about because he keeps going on about it in public - I didn't put it there. .	"Pochopil jsem . "" Je to otevřeně gay "" , protože o tom pořád mluví na veřejnosti - já jsem to tam nedal ."	[0, 0, 0]	NOT
6941	This conference has changed it's name. It is, effective of June 1st, known as Conference Carolinas. -	Tato konference změnila své jméno a od 1 . června se jmenuje Conference Carolinas .	[0, 0, 0]	NOT
2483	I demand that someone un-delete the SimCity 5 article. NOW.	Žádám , aby někdo odstranil článek SimCity 5 .	[1, 1, 1]	ERR
7441	Another moron who thinks it's below him to do even a simple Google search. e.g. [URL]	Další pitomec , který si myslí , že je pod ním udělat dokonce jednoduché vyhledávání na Google . např . [ URL ]	[0, 0, 0]	NOT
6541	This is way too excessive for Wikipedia. Copying whole slabs of text is not what this project is about.	To je příliš příliš pro Wikipedii . Kopírování celé tabulky textu není to , o čem tento projekt je .	[0, 0, 0]	NOT
6273	Sorry,my link didn't work but it says on Bowie wonderworld he sold over 140 million albums.	Promiň , moje linka nefungovala , ale říká se , že na Bowie wonderworldu prodal přes 140 milionů alb .	[0, 0, 0]	NOT
1134	It was just the beginning of this year when their contract was up.	Bylo to teprve začátek letošního roku , kdy se jejich smlouva uzavřela .	[1, 0, 0]	NOT
7131	No thats the BBC taking a stock propaganda photo without bothering to factcheck.	Ne , to je to , že BBC dělá stock propagandní fotku , aniž by se zabývala kontrolou faktů .	[0, 1, 0]	NOT
3763	This message is regarding the article Louis Pasteur. Please stop. If you continue to vandalize pages, you will be blocked from editing Wikipedia.	Tato zpráva se týká článku Louis Pasteur . Prosím , přestaňte . Pokud budete pokračovat v vandalizování stránek , budete zablokováni z editace Wikipedie .	[0, 0, 0]	NOT
9965	If you're not going to be constructive here, you shouldn't participate in the discussion.	Pokud tu nebudete konstruktivní , neměli byste se účastnit diskuze .	[0, 0, 0]	NOT
2733	vandalize wiki by deleting everything even if I don't know nothing about that particular subject. Action makes reaction.	vandalize wiki tím , že smažu všechno , i když nevím nic o tom konkrétním tématu . Akce dělá reakci .	[0, 1, 0]	NOT
5816	Well, it's still not officialy confirmed, but it isn't very likely that he will stay pope anyhow. - Lucas	No , to ještě není oficiálně potvrzeno , ale není pravděpodobné , že zůstane papežem .	[0, 1, 0]	NOT
4634	But given the power of television these days, the current dab solution is probably OK.	Ale s ohledem na sílu televizního vysílání v dnešní době je stávající řešení výběru pravděpodobně v pořádku .	[0, 0, 0]	NOT
5369	REDIRECT Talk:Publication history of DC Comics crossover events	REDIRECT Talk : Historie publikací DC Comics Crossover události	[0, 0, 1]	NOT
9150	You know what Acroterion you can go fuck yourself you sorry son of a bitch nigger. Oh and is also a fucking bitch. FUCK ALL OF YOU!!!	Víš , co Acroterion můžeš jít šukat sám sebe omlouvám se synu děvky negr . Oh a je také kurva děvka . šukat na vás všechny ! ! !	[0, 1, 1]	ERR
5471	REDIRECT Talk:2005 South Asian Football Federation Gold Cup	REDIRECT Talk : Zlatý pohár jihoasijské fotbalové federace 2005	[0, 0, 0]	NOT
5748	That discussion was about Imperial Andermani Navy only. But since I agree with you, let's do it the right way.	Ta diskuse se týkala pouze imperiálního Andermanského námořnictva , ale protože s vámi souhlasím , udělejme to správným způsobem .	[0, 0, 1]	NOT
5779	Well I'm glad you don't take yourself too seriously, you pendantic twat.	Jsem rád , že se nebereš moc vážně , ty přívěsný blbečku .	[1, 0, 1]	ERR
4037	It's not good to add trivia to articles. There must be any number of websites which pay homage to Nausicaa in some way.	Není dobré přidat triviální věci do článků . Musí existovat jakýkoli počet webových stránek , které vysvětlují Nausicaa v určitém smyslu .	[0, 0, 1]	NOT
4336	Fuck you, unpopular opinion, you disgusting faggot.	Do prdele , nepopulární názor , ty nechutný teplouši .	[0, 0, 1]	NOT
6416	Mr. Moshiach: Stop hating on 5W without reason. Should you bias this firm again, expect to be banned from wikipedia.	Pan Moshiach : Přestaň nenávidět na 5W bez důvodu . Pokud bys měl tuto firmu znovu zkreslit , očekáváš , že bude zakázána z wikipedia .	[0, 0, 0]	NOT
2244	We really cannot afford to spread unverified information.	Opravdu si nemůžeme dovolit šířit neověřené informace .	[0, 0, 0]	NOT
8301	WTF - Checkuser says I am a sockpuppet. Absolutely brilliant. Thanks Mackensen!	WTF - Checkuser říká , že jsem ponožka . Absolutně brilantní . Díky Mackensen !	[1, 1, 1]	ERR
4155	Actually, ''everyone is going to survive. Even Ulrich, Odd (and Kiwi), and Natsumi.	Vlastně všichni přežijí , dokonce i Ulrich , Odd ( a Kiwi ) a Natsumi .	[0, 0, 0]	NOT
3836	Yeah, how would they feel if they were or knew somebody like that?Hailey	Jo , jak by se cítili , kdyby byli nebo znali někoho takového ?	[0, 1, 1]	ERR
9537	Please stop. IPA vowel chart with audio is not better than IPA vowels chart with audio. At leat talk. -	Prosím přestaňte . IPA samohláskové graf s audio není lepší než IPA samohláskové graf s audio . Na mluvit . -	[0, 0, 0]	NOT
2808	Fuck you Sandra Oh is so goddamn ugly it's ridiculous.	Sakra Sandra Oh je tak zatraceně ošklivá , že je to směšné .	[1, 1, 1]	ERR
5443	I was the person who originally added in the information on the season 2 dvd.	Byla jsem osobou , která původně přidala informace o druhé sezóně DVD .	[0, 0, 0]	NOT
2056	Anyway, I'll remove it because I'm in a more calm mood than I was.	Každopádně ho odstraním , protože jsem v klidnější náladě , než jsem byla .	[0, 0, 0]	NOT
4139	Don't peddle your crap please. Hate to see another article get disputed for neutrality due to you.	Nechci , aby se kvůli tobě jiný článek zpochybňoval kvůli neutralitě .	[0, 0, 0]	NOT
7385	Is that a problem? i doubt anyone would reply to that and i am replying to clear confusions further readers may have.	Je to problém ? pochybuji , že by někdo odpověděl na to , a já odpovím na jasné zmatky další čtenáři mohou mít .	[0, 0, 0]	NOT
5269	Master sockers You'd think these people would run out of socks.	Pánové cukroví Myslíte si , že těm lidem dojdou ponožky .	[1, 0, 0]	NOT
5886	Judging by what I've just read in an article, the massacre deserves to be covered in a lot more detail.	Podle toho , co jsem právě četl v článku , ta masakra si zaslouží být pokryta mnohem podrobněji .	[0, 0, 0]	NOT
2047	THATS WHY HE HAS NO TIME TO CARE ABOUT IRAQ AND ALL THE OTHER PROBLEMS	Proto nemá čas se postarat o Irák a všechny ostatní problémy	[0, 0, 0]	NOT
6110	You better shut up telling me stop vandalizing Wikipedia and I will come over to your location and hit you if you tell this to me again!	Radši zavři hubu a řekni mi , ať přestanu zničit Wikipedii a já přijdu na tvé místo a udeřím tě , jestli mi to řekneš znovu !	[0, 0, 1]	NOT
7715	BTW, why would you come here to talk about me, but tag in others, including non-admins?	Mimochodem , proč bys sem přišel mluvit o mně , ale přihlašovat ostatní , včetně non - adminů ?	[0, 0, 1]	NOT
6706	this also applys to varna status as it coccludes that jatts were kshatryas ( )	toto se vztahuje také na varna status , protože coccludes , že jatts byly kshatryas ( )	[2, 1, 1]	ERR
5202	By the way, isn't Rogvolod (Ragnvald) a Scandinavian name? If so, how could he be a tribal chief of the Krivichs?	Mimochodem , není Rogvolod ( Ragnvald ) skandinávské jméno ? Pokud ano , jak by mohl být kmenovým náčelníkem Krivichů ?	[0, 1, 0]	NOT
5766	Wikipedia does not make any claims to be the 'truth'. It merely reports what other sources have already published.	"Wikipedia nepředkládá žádné tvrzení , že by byla "" pravdou "" . Pouze hlásí , co ostatní zdroje již zveřejňovaly ."	[0, 0, 0]	NOT
464	at work will address this in a few hours. Thanks Can I at least have the article back so I can dispute it?	v práci se na to za několik hodin . Díky Můžu mít alespoň článek zpět , abych ho mohl zpochybnit ?	[0, 0, 0]	NOT
8927	Ahh Ahh Correction, heres what I meant to put. [URL]	Ahh Ahh Oprava , tady je to , co jsem chtěl dát . [ URL ]	[0, 0, 0]	NOT
8169	Tiger Sharks are damn weak! Great Whites are a whole lot better!	Tygří žraloci jsou zatraceně slabí ! Velmi bílí jsou mnohem lepší !	[1, 1, 0]	ERR
309	But the time and date are 2 completely different things.I just don't like the time on there. I guess you can say that I'm weird but that's me.	Ale čas a datum jsou dvě naprosto odlišné věci . Já prostě nemám rád čas tam . Myslím , že můžete říct , že jsem divný , ale to jsem já .	[0, 0, 0]	NOT
5221	i think you may have blocked can you please assist in remove the block on this User thank you	Myslím , že jste mohli zablokovat můžete prosím pomoci v odstranění bloku na tomto uživateli děkuji	[0, 0, 0]	NOT
5917	Please see the curlingbox talkpage for a Lengthy explanation of usage	Prodlouhé vysvětlení použití viz talkpage curlingbox	[0, 0, 1]	NOT
2826	Ooooo I'm so scared! No don't block me from Wikipedia... what will I ever do with my life?!	Ne , neblokujte mě z Wikipedie . . . co budu dělat s mým životem ? !	[0, 1, 1]	ERR
4296	Heidegger I am not very familiar with X-files; is there any connection between this episode and the Sein und Zeit of Martin Heidegger?	Heidegger Nejsem moc obeznáván s X soubory ; existuje nějaká souvislost mezi tímto dílem a Sein und Zeit Martina Heideggera ?	[1, 1, 1]	ERR
6506	more accusation and also ask me to repeat sexual material that vandal post to my web page	další obvinění a také mě požádat , abych opakoval sexuální materiál , že vandal post na mé webové stránce	[0, 0, 1]	NOT
1031	The first sentence in the article needs to be cleaned up. tildetildetildetilde	První věta v článku musí být vyčištěna . tildetildetildetildetilde	[0, 0, 0]	NOT
5706	A rationale was added in the last few days so this problem should be solved.	V posledních dnech byl přidán důvod , aby byl tento problém vyřešen .	[0, 0, 0]	NOT
3725	Note that Orbital_eccentricity clearly includes the h that this person is referring to. It links to Specific_relative_angular_momentum.	Všimněte si , že Orbital_eccentricity jasně zahrnuje h , na který se tato osoba odkazuje . Odkazuje na Specific_relative_angular_momentum .	[0, 0, 2]	NOT
